college,state,year,round,quota,category,gender,closing_rank
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Stray Round,AIQ,SC,All,27422
AIIMS Deogarh,All India,2025,Stray Round,AIQ,ST,All,74794
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Stray Round,AIQ,SC,Female,37042
AIIMS Raipur,All India,2025,Stray Round,AIQ,SC,All,48041
AIIMS Patna,All India,2025,Stray Round,AIQ,ST,All,55699
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Stray Round,AIQ,ST,All,58232
AIIMS Guwahati,All India,2025,Stray Round,AIQ,ST,All,107072
AIIMS Madurai,All India,2025,Stray Round,AIQ,ST,All,160208
ESIC IP,All India,2025,Stray Round,AIQ,SC,All,236564
ESIC IP,All India,2025,Stray Round,AIQ,ST,All,432602
