college,state,year,round,quota,category,gender,closing_rank
Bangalore Medical College and Research Institute Bangalore,Karnataka,2025,Round 1,State Quota,General,All,1299
Bangalore Medical College and Research Institute Bangalore,Karnataka,2025,Round 2,State Quota,General,All,3025
Bangalore Medical College and Research Institute Bangalore,Karnataka,2025,Mop-up Round,State Quota,General,All,3478
"Shri Atal Bihari Vajpayee, Bangaluru",Karnataka,2025,Round 1,State Quota,General,All,3487
"Shri Atal Bihari Vajpayee, Bangaluru",Karnataka,2025,Round 2,State Quota,General,All,7669
"Shri Atal Bihari Vajpayee, Bangaluru",Karnataka,2025,Mop-up Round,State Quota,General,All,48594
"Kasturba Medical College, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,3558
"Kasturba Medical College, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,6786
"Mysore Medical College, Mysore",Karnataka,2025,Round 1,State Quota,General,All,4053
"Mysore Medical College, Mysore",Karnataka,2025,Round 2,State Quota,General,All,8394
"Mysore Medical College, Mysore",Karnataka,2025,Mop-up Round,State Quota,General,All,30129
"ESI&PG, Medical College, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,6404
"ESI&PG, Medical College, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,12937
MS Ramaiah Medical College Bangalore,Karnataka,2025,Round 1,State Quota,General,All,6905
MS Ramaiah Medical College Bangalore,Karnataka,2025,Round 2,State Quota,General,All,11776
MS Ramaiah Medical College Bangalore,Karnataka,2025,Mop-up Round,State Quota,General,All,61685
"JSS Medical College, Mysore",Karnataka,2025,Round 1,State Quota,General,All,7669
"JSS Medical College, Mysore",Karnataka,2025,Round 2,State Quota,General,All,14777
"Karnataka Institute of MS, Hubli",Karnataka,2025,Round 1,State Quota,General,All,8343
"Karnataka Institute of MS, Hubli",Karnataka,2025,Round 2,State Quota,General,All,13488
"Mandya Institute of MS, Mandya",Karnataka,2025,Round 1,State Quota,General,All,11478
"Mandya Institute of MS, Mandya",Karnataka,2025,Round 2,State Quota,General,All,15588
"Mandya Institute of MS, Mandya",Karnataka,2025,Mop-up Round,State Quota,General,All,54305
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,11641
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,18774
"Father Mullers, Inst of MS, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,13394
"Father Mullers, Inst of MS, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,21705
"Vijayanagar Institute of MS, Bellary",Karnataka,2025,Round 1,State Quota,General,All,15845
"Vijayanagar Institute of MS, Bellary",Karnataka,2025,Round 2,State Quota,General,All,23690
"Hassan Institute of MS, Hassan",Karnataka,2025,Round 1,State Quota,General,All,16221
"Hassan Institute of MS, Hassan",Karnataka,2025,Round 2,State Quota,General,All,21862
"Belagavi Institute of MS, Belagavi",Karnataka,2025,Round 1,State Quota,General,All,16260
"Belagavi Institute of MS, Belagavi",Karnataka,2025,Round 2,State Quota,General,All,23365
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,16640
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,23885
"Shimoga Institute of MS, Shimoga",Karnataka,2025,Round 1,State Quota,General,All,16967
"Shimoga Institute of MS, Shimoga",Karnataka,2025,Round 2,State Quota,General,All,21676
"Gulbarga Institute of MS, Gulbarga",Karnataka,2025,Round 1,State Quota,General,All,17229
"Gulbarga Institute of MS, Gulbarga",Karnataka,2025,Round 2,State Quota,General,All,23671
"ESIC Medical College, Gulbarga",Karnataka,2025,Round 1,State Quota,General,All,18637
"ESIC Medical College, Gulbarga",Karnataka,2025,Round 2,State Quota,General,All,28962
"K S Hegde, Medical College, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,20155
"K S Hegde, Medical College, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,29496
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,22116
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,31415
"Chamrajanagar Institute of MS, Chamrajanagar",Karnataka,2025,Round 1,State Quota,General,All,23743
"Chamrajanagar Institute of MS, Chamrajanagar",Karnataka,2025,Round 2,State Quota,General,All,31696
"SDM Medical College, Dharwad",Karnataka,2025,Round 1,State Quota,General,All,24206
"SDM Medical College, Dharwad",Karnataka,2025,Round 2,State Quota,General,All,30648
"JJM Medical College, Davangere",Karnataka,2025,Round 1,State Quota,General,All,24255
"JJM Medical College, Davangere",Karnataka,2025,Round 2,State Quota,General,All,31492
"Gadag Institute of MS, Gadag",Karnataka,2025,Round 1,State Quota,General,All,27154
"Gadag Institute of MS, Gadag",Karnataka,2025,Round 2,State Quota,General,All,32257
"Raichur Institute of MS, Raichur",Karnataka,2025,Round 1,State Quota,General,All,27935
"Raichur Institute of MS, Raichur",Karnataka,2025,Round 2,State Quota,General,All,39240
"Bidar Institute of MS, Bidar",Karnataka,2025,Round 1,State Quota,General,All,28765
"Bidar Institute of MS, Bidar",Karnataka,2025,Round 2,State Quota,General,All,37203
"Bidar Institute of MS, Bidar",Karnataka,2025,Mop-up Round,State Quota,General,All,53782
"A.J. Institute of MS, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,29055
"A.J. Institute of MS, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,39539
"A.J. Institute of MS, Mangalore",Karnataka,2025,Mop-up Round,State Quota,General,All,47180
"Koppal Inst of MS, Koppal",Karnataka,2025,Round 1,State Quota,General,All,29397
"Koppal Inst of MS, Koppal",Karnataka,2025,Round 2,State Quota,General,All,38538
"Chikkaballapura Inst Of Medical Sciences, Chikkaballapura",Karnataka,2025,Round 1,State Quota,General,All,29432
"Chikkaballapura Inst Of Medical Sciences, Chikkaballapura",Karnataka,2025,Round 2,State Quota,General,All,38361
"PES University Institute of MSR, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,30688
"PES University Institute of MSR, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,44066
Dr BR Ambedkar MC Bangalore,Karnataka,2025,Round 1,State Quota,General,All,31037
Dr BR Ambedkar MC Bangalore,Karnataka,2025,Round 2,State Quota,General,All,41969
Kodagu Inst of Medical Sciences Kodagu,Karnataka,2025,Round 1,State Quota,General,All,31234
Kodagu Inst of Medical Sciences Kodagu,Karnataka,2025,Round 2,State Quota,General,All,38075
"Yenepoya Medical College, Mangalore",Karnataka,2025,Round 1,State Quota,General,All,33597
"Yenepoya Medical College, Mangalore",Karnataka,2025,Round 2,State Quota,General,All,41209
Chikkamagaluru Inst of Medical Science,Karnataka,2025,Round 1,State Quota,General,All,36665
Chikkamagaluru Inst of Medical Science,Karnataka,2025,Round 2,State Quota,General,All,45629
Chikkamagaluru Inst of Medical Science,Karnataka,2025,Mop-up Round,State Quota,General,All,62389
"Dr Chandramma Dayanand Sagar Inst of MS, Hubli",Karnataka,2025,Round 1,State Quota,General,All,38287
"Dr Chandramma Dayanand Sagar Inst of MS, Hubli",Karnataka,2025,Round 2,State Quota,General,All,48595
"Haveri Inst of Medical Sciences, Haveri",Karnataka,2025,Round 1,State Quota,General,All,41063
"Haveri Inst of Medical Sciences, Haveri",Karnataka,2025,Round 2,State Quota,General,All,49827
"SS Institute of MS, Davangere",Karnataka,2025,Round 1,State Quota,General,All,41425
"SS Institute of MS, Davangere",Karnataka,2025,Round 2,State Quota,General,All,51850
"SS Institute of MS, Davangere",Karnataka,2025,Mop-up Round,State Quota,General,All,72124
"Adichunchanagiri, Institute of Medical Sciences, Bellur",Karnataka,2025,Round 1,State Quota,General,All,42735
"Adichunchanagiri, Institute of Medical Sciences, Bellur",Karnataka,2025,Round 2,State Quota,General,All,54541
"MVJ Medical College, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,43416
"MVJ Medical College, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,59196
"MVJ Medical College, Bangalore",Karnataka,2025,Mop-up Round,State Quota,General,All,63990
"Yadgiri Inst of Medical Science,Yadgiri",Karnataka,2025,Round 1,State Quota,General,All,43839
"Yadgiri Inst of Medical Science,Yadgiri",Karnataka,2025,Round 2,State Quota,General,All,52598
"Chitradurga Medical College, Chitradurga",Karnataka,2025,Round 1,State Quota,General,All,44690
"Chitradurga Medical College, Chitradurga",Karnataka,2025,Round 2,State Quota,General,All,55005
"Chitradurga Medical College, Chitradurga",Karnataka,2025,Mop-up Round,State Quota,General,All,70627
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Round 1,State Quota,General,All,46847
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Round 2,State Quota,General,All,61966
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Mop-up Round,State Quota,General,All,73735
"Sapthagiri Institute of MS, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,47164
"Sapthagiri Institute of MS, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,61306
"Sapthagiri Institute of MS, Bangalore",Karnataka,2025,Mop-up Round,State Quota,General,All,71867
"East Point College, Bangalore",Karnataka,2025,Round 1,State Quota,General,All,51850
"East Point College, Bangalore",Karnataka,2025,Round 2,State Quota,General,All,67539
"East Point College, Bangalore",Karnataka,2025,Mop-up Round,State Quota,General,All,74200
Sri Madhusudan Sai Inst of Medical Sc.,Karnataka,2025,Round 1,State Quota,General,All,52568
Sri Madhusudan Sai Inst of Medical Sc.,Karnataka,2025,Round 2,State Quota,General,All,58778
"St John Medical College, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,13121
"St John Medical College, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,16608
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,66108
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,75782
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,84946
"Kempegowda Institute of MS, Bangalore",Karnataka,2025,Stray Round,Management Quota,General,All,107337
"Father Mullers, Inst of MS, Mangalore",Karnataka,2025,Round 1,Management Quota,General,All,68829
"Father Mullers, Inst of MS, Mangalore",Karnataka,2025,Round 2,Management Quota,General,All,87314
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,69182
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,78764
"Vydehi Institute of MS, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,84580
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,75992
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,85836
"BGS Globle Institute of MS, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,87728
Dr BR Ambedkar MC Bangalore,Karnataka,2025,Round 1,Management Quota,General,All,80450
Dr BR Ambedkar MC Bangalore,Karnataka,2025,Round 2,Management Quota,General,All,94573
"JJM Medical College, Davangere",Karnataka,2025,Round 1,Management Quota,General,All,80687
"JJM Medical College, Davangere",Karnataka,2025,Round 2,Management Quota,General,All,89905
"JJM Medical College, Davangere",Karnataka,2025,Mop-up Round,Management Quota,General,All,92300
"A.J. Institute of MS, Mangalore",Karnataka,2025,Round 1,Management Quota,General,All,84406
"A.J. Institute of MS, Mangalore",Karnataka,2025,Round 2,Management Quota,General,All,93249
"A.J. Institute of MS, Mangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,96446
"MVJ Medical College, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,89313
"MVJ Medical College, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,99030
"MVJ Medical College, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,99640
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Round 1,Management Quota,General,All,90022
"Mahadevappa Rampure MC, Gulburga",Karnataka,2025,Round 2,Management Quota,General,All,98453
"SS Institute of MS, Davangere",Karnataka,2025,Round 1,Management Quota,General,All,90244
"SS Institute of MS, Davangere",Karnataka,2025,Round 2,Management Quota,General,All,98366
"SS Institute of MS, Davangere",Karnataka,2025,Mop-up Round,Management Quota,General,All,99335
"Siddaganga Medical College, Tumakur",Karnataka,2025,Round 1,Management Quota,General,All,91535
"Siddaganga Medical College, Tumakur",Karnataka,2025,Round 2,Management Quota,General,All,102786
"Siddaganga Medical College, Tumakur",Karnataka,2025,Mop-up Round,Management Quota,General,All,99604
"The Oxford Medical College, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,93445
"The Oxford Medical College, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,109560
"The Oxford Medical College, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,99168
"Subbaiah Inst of Med Sciences, Shimoga",Karnataka,2025,Round 1,Management Quota,General,All,96143
"Subbaiah Inst of Med Sciences, Shimoga",Karnataka,2025,Round 2,Management Quota,General,All,113892
"Subbaiah Inst of Med Sciences, Shimoga",Karnataka,2025,Mop-up Round,Management Quota,General,All,115960
"Akash Institute of MS, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,98226
"Akash Institute of MS, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,115206
"East Point Medical College, Bangalore",Karnataka,2025,Round 1,Management Quota,General,All,98967
"East Point Medical College, Bangalore",Karnataka,2025,Round 2,Management Quota,General,All,115621
"East Point Medical College, Bangalore",Karnataka,2025,Mop-up Round,Management Quota,General,All,100552
"S R Patil Medical College Hospital and Research Center,Badagandi,BAGALKOT",Karnataka,2025,Round 1,Management Quota,General,All,109465
"S R Patil Medical College Hospital and Research Center,Badagandi,BAGALKOT",Karnataka,2025,Round 2,Management Quota,General,All,129260
Srinivasa Institute of Medical Research Center Srinivas Nagar Mangalore,Karnataka,2025,Round 1,Management Quota,General,All,138350
Srinivasa Institute of Medical Research Center Srinivas Nagar Mangalore,Karnataka,2025,Round 2,Management Quota,General,All,479986
"St. John's Medical College, Bangalore (Chrishtian Minority)",Karnataka,2025,Round 1,AIQ,General,All,6250
"St. John's Medical College, Bangalore (Chrishtian Minority)",Karnataka,2025,Round 2,AIQ,General,All,13706
"Kempegowda Institute of Medical Sciences, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,28402
"Kempegowda Institute of Medical Sciences, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,39887
"Kempegowda Institute of Medical Sciences, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,33999
"Vydehi Institute Of Med Sci & R. Centre, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,30249
"Vydehi Institute Of Med Sci & R. Centre, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,48896
"Father Mullers Medical College, Mangalore",Karnataka,2025,Round 1,AIQ,General,All,31746
"Father Mullers Medical College, Mangalore",Karnataka,2025,Round 2,AIQ,General,All,48544
"Dr. B.R. Ambedkar Medical College, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,35757
"Dr. B.R. Ambedkar Medical College, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,60284
"Dr. B.R. Ambedkar Medical College, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,48881
"BGS Global Institute of Medical Sciences, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,39887
"BGS Global Institute of Medical Sciences, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,58647
"BGS Global Institute of Medical Sciences, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,52630
"A J Institute of Med Sci & Research Centre, Mangalore",Karnataka,2025,Round 1,AIQ,General,All,43370
"A J Institute of Med Sci & Research Centre, Mangalore",Karnataka,2025,Round 2,AIQ,General,All,65810
"A J Institute of Med Sci & Research Centre, Mangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,66155
"JJM Medical College, Davangere",Karnataka,2025,Round 1,AIQ,General,All,43640
"JJM Medical College, Davangere",Karnataka,2025,Round 2,AIQ,General,All,64695
"JJM Medical College, Davangere",Karnataka,2025,Mop-up Round,AIQ,General,All,50727
"MVJ Medical College and Research Hospital, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,44997
"MVJ Medical College and Research Hospital, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,69920
"MVJ Medical College and Research Hospital, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,71995
"Akash Institute of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,48622
"Akash Institute of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,84555
"Akash Institute of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,61027
"The Oxford Medical College, Hospital & Research Centre, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,51088
"The Oxford Medical College, Hospital & Research Centre, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,85712
"The Oxford Medical College, Hospital & Research Centre, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,91238
"SS Institute of Medical Sciences& Research Centre, Davangere",Karnataka,2025,Round 1,AIQ,General,All,52360
"SS Institute of Medical Sciences& Research Centre, Davangere",Karnataka,2025,Round 2,AIQ,General,All,75388
"SS Institute of Medical Sciences& Research Centre, Davangere",Karnataka,2025,Mop-up Round,AIQ,General,All,74263
"SS Institute of Medical Sciences& Research Centre, Davangere",Karnataka,2025,Stray Round,AIQ,General,All,94365
"Mahadevappa Rampure Medical College, Kalaburagi, Gulbarga",Karnataka,2025,Round 1,AIQ,General,All,53903
"Mahadevappa Rampure Medical College, Kalaburagi, Gulbarga",Karnataka,2025,Round 2,AIQ,General,All,86635
"Mahadevappa Rampure Medical College, Kalaburagi, Gulbarga",Karnataka,2025,Mop-up Round,AIQ,General,All,93984
"East Point College of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,54788
"East Point College of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Round 2,AIQ,General,All,92210
"East Point College of Medical Sciences & Research Centre, Bangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,89369
"Kanachur Institute of Medical Sciences, Mangalore (Muslim Minority)",Karnataka,2025,Round 1,AIQ,General,All,62440
"Kanachur Institute of Medical Sciences, Mangalore (Muslim Minority)",Karnataka,2025,Round 2,AIQ,General,All,105141
"Kanachur Institute of Medical Sciences, Mangalore (Muslim Minority)",Karnataka,2025,Mop-up Round,AIQ,General,All,113183
"Al-Ameen Medical College,Bijapur (Muslim Minority)",Karnataka,2025,Round 1,AIQ,General,All,64047
"Al-Ameen Medical College,Bijapur (Muslim Minority)",Karnataka,2025,Round 2,AIQ,General,All,95868
"Al-Ameen Medical College,Bijapur (Muslim Minority)",Karnataka,2025,Mop-up Round,AIQ,General,All,97979
"Siddaganga Medical College and Research Institute, Tumakuru",Karnataka,2025,Round 1,AIQ,General,All,64658
"Siddaganga Medical College and Research Institute, Tumakuru",Karnataka,2025,Round 2,AIQ,General,All,91032
"Siddaganga Medical College and Research Institute, Tumakuru",Karnataka,2025,Mop-up Round,AIQ,General,All,79194
"M S Ramaiah Medical College, Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,65546
"M S Ramaiah Medical College, Bangalore (Private University)",Karnataka,2025,Round 2,AIQ,General,All,109603
"Farookh Academy of Medical Education Hospital and Research Institute, Hunsur Taluk, Mysore District",Karnataka,2025,Round 2,AIQ,General,All,109892
"Farookh Academy of Medical Education Hospital and Research Institute, Hunsur Taluk, Mysore District",Karnataka,2025,Mop-up Round,AIQ,General,All,131152
"Farookh Academy of Medical Education Hospital and Research Institute, Hunsur Taluk, Mysore District",Karnataka,2025,Stray Round,AIQ,General,All,136345
"S. Nijalingappa Medical College & HSK Hosp & Research Centre, Bagalkot",Karnataka,2025,Round 1,AIQ,General,All,68105
"S. Nijalingappa Medical College & HSK Hosp & Research Centre, Bagalkot",Karnataka,2025,Round 2,AIQ,General,All,91013
"S. Nijalingappa Medical College & HSK Hosp & Research Centre, Bagalkot",Karnataka,2025,Mop-up Round,AIQ,General,All,99395
"S. Nijalingappa Medical College & HSK Hosp & Research Centre, Bagalkot",Karnataka,2025,Stray Round,AIQ,General,All,104506
"Sri Basaveswara Medical College and Hospital, Chitradurga",Karnataka,2025,Round 1,AIQ,General,All,70112
"Sri Basaveswara Medical College and Hospital, Chitradurga",Karnataka,2025,Round 2,AIQ,General,All,97622
"Sri Basaveswara Medical College and Hospital, Chitradurga",Karnataka,2025,Mop-up Round,AIQ,General,All,90339
"Subbaiah Institute of Medical Sciences, Shimoga",Karnataka,2025,Round 1,AIQ,General,All,70410
"Subbaiah Institute of Medical Sciences, Shimoga",Karnataka,2025,Round 2,AIQ,General,All,99719
"Subbaiah Institute of Medical Sciences, Shimoga",Karnataka,2025,Mop-up Round,AIQ,General,All,106278
"Subbaiah Institute of Medical Sciences, Shimoga",Karnataka,2025,Stray Round,AIQ,General,All,125808
"Shridevi Institute of Medical Sciences & Research Hospital, Tumkur",Karnataka,2025,Round 1,AIQ,General,All,70581
"Shridevi Institute of Medical Sciences & Research Hospital, Tumkur",Karnataka,2025,Round 2,AIQ,General,All,102320
"Shridevi Institute of Medical Sciences & Research Hospital, Tumkur",Karnataka,2025,Mop-up Round,AIQ,General,All,107588
"Navodaya Medical College, Raichur",Karnataka,2025,Round 1,AIQ,General,All,71717
"Navodaya Medical College, Raichur",Karnataka,2025,Round 2,AIQ,General,All,103797
"K V G Medical College, Sullia, Mangalore",Karnataka,2025,Round 1,AIQ,General,All,72558
"K V G Medical College, Sullia, Mangalore",Karnataka,2025,Round 2,AIQ,General,All,107163
"K V G Medical College, Sullia, Mangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,117899
"K V G Medical College, Sullia, Mangalore",Karnataka,2025,Stray Round,AIQ,General,All,126685
"Sri Chamundeshwari Medical College Hospital & Research Institute, Bangalore Mysore",Karnataka,2025,Round 1,AIQ,General,All,72344
"Sri Chamundeshwari Medical College Hospital & Research Institute, Bangalore Mysore",Karnataka,2025,Round 2,AIQ,General,All,104008
"Sri Chamundeshwari Medical College Hospital & Research Institute, Bangalore Mysore",Karnataka,2025,Mop-up Round,AIQ,General,All,107720
"S R Patil Medical College, Bagalkot",Karnataka,2025,Round 1,AIQ,General,All,73213
"S R Patil Medical College, Bagalkot",Karnataka,2025,Round 2,AIQ,General,All,106113
"S R Patil Medical College, Bagalkot",Karnataka,2025,Mop-up Round,AIQ,General,All,100337
"Khaja Bandanawaz University - Faculty of Medical Sciences, Gulbarga (Private University)(Muslim Minority)",Karnataka,2025,Round 1,AIQ,General,All,85302
"Khaja Bandanawaz University - Faculty of Medical Sciences, Gulbarga (Private University)(Muslim Minority)",Karnataka,2025,Round 2,AIQ,General,All,157512
"Khaja Bandanawaz University - Faculty of Medical Sciences, Gulbarga (Private University)(Muslim Minority)",Karnataka,2025,Mop-up Round,AIQ,General,All,144372
"SDM College of Medical Sciences & Hospital, Sattur, Dharwad (Private University)",Karnataka,2025,Round 1,AIQ,General,All,97220
"SDM College of Medical Sciences & Hospital, Sattur, Dharwad (Private University)",Karnataka,2025,Round 2,AIQ,General,All,144853
"SDM College of Medical Sciences & Hospital, Sattur, Dharwad (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,137110
"Sri Madhusudan Sai Inst. Of Medical Sciences & Research, Chikkbelapur (Private University)",Karnataka,2025,Round 1,AIQ,General,All,119687
"Sri Madhusudan Sai Inst. Of Medical Sciences & Research, Chikkbelapur (Private University)",Karnataka,2025,Round 2,AIQ,General,All,230080
"Sri Madhusudan Sai Inst. Of Medical Sciences & Research, Chikkbelapur (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,133279
"PES University ,Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,127838
"PES University ,Bangalore (Private University)",Karnataka,2025,Round 2,AIQ,General,All,243417
"PES University ,Bangalore (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,162080
"Sapthagiri Institute of Medical Sciences & Research Centre, Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,150111
"Sapthagiri Institute of Medical Sciences & Research Centre, Bangalore (Private University)",Karnataka,2025,Round 2,AIQ,General,All,350149
"Sapthagiri Institute of Medical Sciences & Research Centre, Bangalore (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,461050
"BGS Medical College, Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,150336
"BGS Medical College, Bangalore (Private University)",Karnataka,2025,Round 2,AIQ,General,All,406521
"BGS Medical College, Bangalore (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,429546
"Dr. Chandramma Dayananda Sagar Instt. of Medical Education & Research, Harohalli, Hubli (Private University)",Karnataka,2025,Round 1,AIQ,General,All,153416
"Dr. Chandramma Dayananda Sagar Instt. of Medical Education & Research, Harohalli, Hubli (Private University)",Karnataka,2025,Round 2,AIQ,General,All,301666
"Dr. Chandramma Dayananda Sagar Instt. of Medical Education & Research, Harohalli, Hubli (Private University)",Karnataka,2025,Mop-up Round,AIQ,General,All,149193
Adichunchanagiri Institute of Medical Sciences Bellur (Private University),Karnataka,2025,Round 1,AIQ,General,All,153800
Adichunchanagiri Institute of Medical Sciences Bellur (Private University),Karnataka,2025,Round 2,AIQ,General,All,311795
Adichunchanagiri Institute of Medical Sciences Bellur (Private University),Karnataka,2025,Mop-up Round,AIQ,General,All,361383
"Srinivasa Institute of Medical Research Centre, Srinivasnagar, Mangalore",Karnataka,2025,Round 1,AIQ,General,All,81293
"Srinivasa Institute of Medical Research Centre, Srinivasnagar, Mangalore",Karnataka,2025,Round 2,AIQ,General,All,411057
"Srinivasa Institute of Medical Research Centre, Srinivasnagar, Mangalore",Karnataka,2025,Mop-up Round,AIQ,General,All,610009
"Hasan Institute of Medical Sciences, Hasan",Karnataka,2025,Round 1,AIQ,General,All,209141
"Vijaynagar Institute of Medical Sciences, Bellary",Karnataka,2025,Round 1,AIQ,General,All,271768
"Gulbarga Institute of Medical Sciences, Gulbarga",Karnataka,2025,Round 1,AIQ,General,All,305276
"MS Ramaiah Medical College, Bangalore (Private University)",Karnataka,2025,Round 1,AIQ,General,All,409289
Chikkballapura Institute Of Medical Sciences,Karnataka,2025,Round 1,AIQ,General,All,417273
Sri Madhusudan Sai Institute of Medical Sciences and Research,Karnataka,2025,Round 1,AIQ,General,All,450415
"Raichur Institute of Medical Sciences, Raichur",Karnataka,2025,Round 1,AIQ,General,All,538229
"Father Mullers Medical College, Mangalore ( Christian Minority)",Karnataka,2025,Round 1,AIQ,General,All,536763
"Belagavi Institute of Medical Sciences, Belagavi",Karnataka,2025,Round 1,AIQ,General,All,546736
"Dr BR Ambedkar Medical College, Bangalore",Karnataka,2025,Round 1,AIQ,General,All,686018
"Siddaganga Medical College and Research Institute, Tumakuru",Karnataka,2025,Round 1,AIQ,General,All,689906
"SDM College of Medical Sciences & Hospital, Sattur, Dharwad (Tulu Minority)",Karnataka,2025,Round 1,AIQ,General,All,693848
"Bidar Institute of Medical Sciences, Bidar",Karnataka,2025,Round 1,AIQ,General,All,740291
"Hassan Institute of MS, Hassan",Karnataka,2025,Mop-up Round,NRI,NRI,All,515174
Vijayanagar Institute of Medical Sc Bellary,Karnataka,2025,Round 2,NRI,NRI,All,445222
"SS Institute of MS, Davangere",Karnataka,2025,Round 1,NRI,NRI,All,628262
"Sri Madhusudan Sai Inst of MS,",Karnataka,2025,Round 1,NRI,NRI,All,651565
"Shri Atal Bihari Vajpayee, Bangaluru",Karnataka,2025,Round 2,NRI,NRI,All,678473
"Smt. N.H.L.Municipal Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,General,All,67359
"Smt. N.H.L.Municipal Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,EWS,All,76388
